id_genre,id_artiste
urbano latino,5lwmRuXgjX8xIwlnauTZIP
hip hop,1qto4hHid1P71emI6Fd8xi
pop,1qto4hHid1P71emI6Fd8xi
bachata,1qto4hHid1P71emI6Fd8xi
urbano latino,1qto4hHid1P71emI6Fd8xi
hip hop,4cG43cUBRJWWDsRh4SW48i
drill,4cG43cUBRJWWDsRh4SW48i
hip hop,721o1Z0J6jQupyzLt9RnEk
drill,721o1Z0J6jQupyzLt9RnEk
hip hop,6gvVFtkTV4OCyQSCzGgU1h
hip hop,1jHpBumJuu1B6LCJQVh49x
trap,1jHpBumJuu1B6LCJQVh49x
rap,1jHpBumJuu1B6LCJQVh49x
hip hop,6xg3PSVEwviVyfnx3mtsPL
hip hop,4Vmja4orT3sZ2F3x3DanBZ
hip hop,4V1v1oFnKe0b42lZh1QBnF
hip hop,3qoxj1cR3W3crV51Wg38Ux
hip hop,1gRr6moof50L1b7XsbClvI
hip hop,3LujD0iQ9jRbSCMA39CGfO
hip hop,5RWzjEjUW2NWpSm00Ieo5X
hip hop,3FgZ0agsmQ50Y9VflHdcio
hip hop,2U1l35agymGrBDFeMIxVLG
rap,2U1l35agymGrBDFeMIxVLG
hip hop,33ngpBQcfq53FgLhpBDt8i
rock,5gRumjUBK1fHfuOlQxspJ9
hip hop,5lEkQtWa3UKlI1hj7sktcd
rap,5lEkQtWa3UKlI1hj7sktcd
hip hop,5iYtjtFv6SvHX95ny4fVEz
hip hop,1bpca6RQE5kp92pIwPMBE8
pop,1bpca6RQE5kp92pIwPMBE8
rock,2f1Czzz5n4BX80U6cksGr9
hip hop,28oxY7ZfDt1BJFf8FVfpEh
hip hop,2ZHJEckf6HJXMSuD2icSSW
pop,2ZHJEckf6HJXMSuD2icSSW
pop,7KjsjftPKKarTvZlawniPi
rap,7KjsjftPKKarTvZlawniPi
pop,1GKN1Js8fa19K23eIhOMhg
hip hop,74HomvqoUecDcUPRespyqg
pop,74HomvqoUecDcUPRespyqg
pop,5FIdLxucf1EKqZfxeeXZzD
hip hop,4ZwOlDVAGXQo66ykbLQ8dP
pop,4ZwOlDVAGXQo66ykbLQ8dP
hip hop,1d5Y2zrhRQ6R0plv652L67
pop,1d5Y2zrhRQ6R0plv652L67
hip hop,2eBqkaIfoNsOPCQCQEy5fD
pop,2eBqkaIfoNsOPCQCQEy5fD
hip hop,2KbikmQKGiUPR2ARs1h0sq
pop,2KbikmQKGiUPR2ARs1h0sq
hip hop,2dfY7zXIP61MKHtD175hFp
pop,2dfY7zXIP61MKHtD175hFp
hip hop,7JoViNQIqOIaxcBswboN5d
pop,7JoViNQIqOIaxcBswboN5d
pop,3pVuaUisHmRfVy53qWwmql
pop,3SyJZpVRYuncgXPtjAceOJ
hip hop,2d7AMvzFwh5wUTuqQl3BAE
pop,2d7AMvzFwh5wUTuqQl3BAE
hip hop,5RaTuqY7SJHvh6MNzMagut
pop,5RaTuqY7SJHvh6MNzMagut
pop,14nVYgOiwVBJIEATXIDYC8
pop,3elCsuJ1JjDeAd8mjlRRX5
pop,6xfKNngTw1zxViM96HSTCq
pop,7nCIXUCqZmxntAGJMyls5c
pop,1w2fVGZN37TieWhlqS8UwB
hip hop,3RYYha3CC7js2PHbcBHewt
pop,3RYYha3CC7js2PHbcBHewt
hip hop,4ysmSq2N7badobfVT6YZ82
pop,4ysmSq2N7badobfVT6YZ82
pop,3UaEtP4pJGDhyEzy47AMzl
hip hop,1GLzVjVa7bLnAcD1At98j3
pop,1GLzVjVa7bLnAcD1At98j3
pop,028xhPwqtWva4J0MkFHY2x
rock,028xhPwqtWva4J0MkFHY2x
pop,0thQkzSyTo4l3zbpibZznQ
pop,0yqCOSZ1i0c49UUbE8AzbQ
hip hop,1YwMnnHvnG64fJxYSVwmN6
pop,1YwMnnHvnG64fJxYSVwmN6
pop,1uNFoZAHBGtllmzznpCI3s
dembow,4ncaw2cfA3Wlly1tBD2eWt
hip hop,0TnOYISbd1XYRBk9myaseg
pop,0TnOYISbd1XYRBk9myaseg
pop,3OcvS8PzSGYMBvLdzY6g3e
rap,4VVEpEhC8NcR7AqNEds42U
dembow,4VVEpEhC8NcR7AqNEds42U
dembow,7w0t8O8nbirfLvGJgKK0xk
dembow,3Z8i7zAQr7lPwH7pUQnlXJ
pop,7eUSP77ZhnXleSue48JWiT
trap,5rlinmh5Y0p4zfMY5qngpX
rap,5rlinmh5Y0p4zfMY5qngpX
dembow,5rlinmh5Y0p4zfMY5qngpX
trap,4UcGO4hOufILa9qGd3KOCo
rap,4UcGO4hOufILa9qGd3KOCo
dembow,4UcGO4hOufILa9qGd3KOCo
dembow,30TfJAUX5Aeh7qKjyndmsO
dembow,2rMFPjySMqkgBajkLKL6zo
dembow,2dHbjVgpO3NvzY8D7yZvji
dembow,0L7AJNWmGtSjzASON8eTDW
dembow,1y8spb5Thg0p5ybNtdk4tu
trap,6kq4GHwUcUojGIu0ziSNXf
rap,6kq4GHwUcUojGIu0ziSNXf
urbano latino,6kq4GHwUcUojGIu0ziSNXf
dembow,6GlX3FdCQrMftGfVaWcmPZ
urbano latino,7qYeIN2r4H1kBvr0Gm9Iav
trap,44cW3xznP61BXbu0e7fgxn
rap,44cW3xznP61BXbu0e7fgxn
trap,12lHTAdc9T204lw5qPtasv
rap,12lHTAdc9T204lw5qPtasv
urbano latino,12lHTAdc9T204lw5qPtasv
dembow,0XXR1ghu7pFEcfdmhq52E9
dembow,1f7FtdbdaRjeeOr0gK9f3L
dembow,0B4uq7LA4vdVwFPDoOcVtw
trap,0tR60pwxQ5WKjPxQcKoCQ7
rap,0tR60pwxQ5WKjPxQcKoCQ7
dembow,0PPgD3dY7wrxsMe021mByK
dembow,2kF83E9c7WmW5XdqwUrJd2
pop,60uh2KYYSCqAgJNxcU4DA0
rock,60uh2KYYSCqAgJNxcU4DA0
trap,1Ts9of7VPZElwPQnqnDSfW
rap,1Ts9of7VPZElwPQnqnDSfW
urbano latino,1Ts9of7VPZElwPQnqnDSfW
trap,1GKIlPFdcewHtpDVCQ8zmJ
rap,1GKIlPFdcewHtpDVCQ8zmJ
urbano latino,1GKIlPFdcewHtpDVCQ8zmJ
pop,4IMgqWorWJUqUlbULGdoBa
hip hop,7yBuSjd5Z3w7acodk51evR
trap,7yBuSjd5Z3w7acodk51evR
rap,7yBuSjd5Z3w7acodk51evR
pop,5CSaIf8OAstAYE5oqQeS15
trap,3mUUUQDWnVlttF1yERxmPQ
rap,3mUUUQDWnVlttF1yERxmPQ
hip hop,5764EiAfWT26wi1CdLcnwz
trap,5764EiAfWT26wi1CdLcnwz
rap,5764EiAfWT26wi1CdLcnwz
trap,5QKGejJMncXUNUb9pUFbEf
rap,5QKGejJMncXUNUb9pUFbEf
pop,2KJgliIl1dMyeOMyCcnYv7
pop,5rCq30EbJ3DfZPKybGZj8F
pop,2PM82jOCB674w4BL08zFVS
hip hop,4BKC2HOGEqtYz2Xbgp9N1q
trap,4BKC2HOGEqtYz2Xbgp9N1q
rap,4BKC2HOGEqtYz2Xbgp9N1q
pop,2GVksDv9UpY60i4CvytrZK
rock,2GVksDv9UpY60i4CvytrZK
pop,2iToE4LH0W9zs4hVw3A7m6
pop,2KjiHtx0h8tyJXbg8aYRgu
pop,5HczG7gdd89oDKY0CUyPof
hip hop,4o6vIkdmHiEXZOesrJj3KO
pop,4o6vIkdmHiEXZOesrJj3KO
trap,4o6vIkdmHiEXZOesrJj3KO
rap,4o6vIkdmHiEXZOesrJj3KO
pop,5LtHZB7vU02HtNoOzNcVhc
pop,6bb9VI1PpPTEmdgcgjTppX
pop,0IiR4LJwslf6HBSdk9W3Dg
pop,5OaC42gxOxSYgfmmSxe672
pop,2N72bJ8IYB4KZmKmxz5Xkk
hip hop,56chSp36PsMhpQvUn1kdR3
trap,56chSp36PsMhpQvUn1kdR3
rap,56chSp36PsMhpQvUn1kdR3
hip hop,57UiSuUcw9m0MV4bC2DukM
trap,57UiSuUcw9m0MV4bC2DukM
rap,57UiSuUcw9m0MV4bC2DukM
pop,63OMTYC88PAsd7ffM3ErQv
pop,5miyPYjh5EcpOSqloDJPID
sierreno,1bfl0AU8SqmLkElptOprhC
corrido,5eumcnUkdmGvkvcsx1WFNG
corrido,0pePYDrJGk8gqMRbXrLJC8
sierreno,0pePYDrJGk8gqMRbXrLJC8
corrido,6pV5zH2LzjOUHaAvENdMMa
corrido,0elWFr7TW8piilVRYJUe4P
sierreno,0elWFr7TW8piilVRYJUe4P
corrido,6dLuQ5qXxIuWc5urxfIiZR
sierreno,6dLuQ5qXxIuWc5urxfIiZR
corrido,2rmkQLzj0k4nZdQehOUByO
hip hop,33ScadVnbm2X8kkUqOkC6Z
pop,33ScadVnbm2X8kkUqOkC6Z
trap,33ScadVnbm2X8kkUqOkC6Z
rap,33ScadVnbm2X8kkUqOkC6Z
urbano latino,33ScadVnbm2X8kkUqOkC6Z
corrido,7Gi6gjaWy3DxyilpF1a8Is
sierreno,7Gi6gjaWy3DxyilpF1a8Is
urbano latino,1pgDilWYDWLoOgGjf1iHNu
trap,5lFhCi03HDneWzvCxGctrT
rap,5lFhCi03HDneWzvCxGctrT
urbano latino,5lFhCi03HDneWzvCxGctrT
urbano latino,3LKXWvXFWrkwUzJWxzwVpW
hip hop,3TVXtAsR1Inumwj472S9r4
pop,3TVXtAsR1Inumwj472S9r4
rap,3TVXtAsR1Inumwj472S9r4
pop,2cNMMulo6S2a0tHrwX2s6i
pop,6kSiYWWt4597uZNH0Cpjig
hip hop,13ubrt8QOOCPljQ2FL1Kca
rap,13ubrt8QOOCPljQ2FL1Kca
pop,6Xb4ezwoAQC4516kI89nWz
hip hop,5vSQUyT33qxr1xAX2Tkf3A
rap,5vSQUyT33qxr1xAX2Tkf3A
hip hop,5nZADoZFWVB90dHpk5zvXy
pop,5nZADoZFWVB90dHpk5zvXy
hip hop,55I7E3FxDsnuRqr0sQSrMf
rap,6TsAG8Ve1icEC8ydeHm3C8
pop,4S18DTzCeExY2k5vi6rGWW
hip hop,6acByqWJeuaM0TX5VoY6an
pop,6kvEy25jX5e1RtdFn1Eo3X
pop,1QAJqy2dA3ihHBFIHRphZj
house,4oLeXFyACqeem2VImYeBFe
hip hop,5SXuuuRpukkTvsLuUknva1
rap,5SXuuuRpukkTvsLuUknva1
pop,78rUTD7y6Cy67W1RVzYs7t
hip hop,2SrSdSvpminqmStGELCSNd
hip hop,2Pn8JMNrnRnSpNRPPgtiWA
trap,2Pn8JMNrnRnSpNRPPgtiWA
rap,2Pn8JMNrnRnSpNRPPgtiWA
trap,6IKJyoGeFRCRDb90U6AEzp
rap,6IKJyoGeFRCRDb90U6AEzp
drill,6IKJyoGeFRCRDb90U6AEzp
pop,5m8QXFAKCuty66pOzy9aPZ
hip hop,0hVN0MWgK3oTTBoqBVSRwt
hip hop,1iRlPYW9AnnyLTPfy53Mj9
hip hop,3Lc2yroP05lRK5z9NtQTkc
pop,3Lc2yroP05lRK5z9NtQTkc
hip hop,2E93OTghhH2JKYUWt48gFK
pop,2E93OTghhH2JKYUWt48gFK
hip hop,3aD9K1zaLQ3G7yp9XV5E4D
pop,3aD9K1zaLQ3G7yp9XV5E4D
hip hop,4cmLVUbkth6BauCptSGKsV
hip hop,7meg3neLTT2WR1LDjL8jze
pop,7meg3neLTT2WR1LDjL8jze
hip hop,0hidKEfknd2aNabseugaN2
trap,0hidKEfknd2aNabseugaN2
rap,0hidKEfknd2aNabseugaN2
drill,5aF5rqONOxygQlthvJ5Wjr
hip hop,56fNXc6wRoO6rkxs0mNtL4
drill,3kKa5RWsRwK2f5Xu2RHBB7
hip hop,2JSX0lIYekUp6F301cTHkq
hip hop,3I4GcOB25cSJHa9d7Bsgji
pop,3I4GcOB25cSJHa9d7Bsgji
pop,2zd9YxlsQvA5mkZ1NarYVQ
rap,2zd9YxlsQvA5mkZ1NarYVQ
pop,0cv9YYFgE0vLVgTjMrOZup
hip hop,0PyeoSEt7RQPbjuzy3JK9O
pop,3bAa4FKwIgwWYHdaUJicmE
pop,4Q4b4S784htx6DtxcMUfMO
hip hop,4yJlK8mRoESpFoPq3sOAi5
pop,4yJlK8mRoESpFoPq3sOAi5
pop,6LkMGN0t3HDNL8hIvma70r
hip hop,5BTRN678gL6XT4kv3TBopQ
pop,3YC5DVJDjyazvB8hxJSybr
pop,4gl9wpGYA4o15ykU2FBnd3
rock,4gl9wpGYA4o15ykU2FBnd3
pop,5H34mYQz0gLcqPWIOTyDaJ
rock,5H34mYQz0gLcqPWIOTyDaJ
pop,69pjn3Oxt0azUYEw9NE4S0
hip hop,1fy2OEMI7TX9ayBKxErHK0
hip hop,3vUMXQ9kPnZAQkMkZZ7Hfh
pop,3vUMXQ9kPnZAQkMkZZ7Hfh
pop,5Vf6gyVzfo8TnzrPRBg3qo
hip hop,6Te49r3A6f5BiIgBRxH7FH
pop,6Te49r3A6f5BiIgBRxH7FH
hip hop,7CUFPNi1TU8RowpnFRSsZV
pop,7CUFPNi1TU8RowpnFRSsZV
r&b,7CUFPNi1TU8RowpnFRSsZV
hip hop,7x3eTVPlBiPjXHn3qotY86
pop,7x3eTVPlBiPjXHn3qotY86
r&b,7x3eTVPlBiPjXHn3qotY86
hip hop,4uJNQGa3L2frXDxwgouTIw
pop,4uJNQGa3L2frXDxwgouTIw
r&b,4uJNQGa3L2frXDxwgouTIw
r&b,26zgIfFyTCImkHAp5gwKW8
r&b,2GlEiSHYEKlq9cUYDa9oZb
r&b,0PcU18DNfkn3pmbjy5yMFz
rap,3igykO7sW43wfhSjvnETTo
hip hop,6HCBnyTBSLdb3TFn2ayulY
pop,6HCBnyTBSLdb3TFn2ayulY
rap,6HCBnyTBSLdb3TFn2ayulY
hip hop,5gqmbbfjcikQBzPB5Hv13I
pop,5gqmbbfjcikQBzPB5Hv13I
rap,5gqmbbfjcikQBzPB5Hv13I
r&b,5gqmbbfjcikQBzPB5Hv13I
drill,5gqmbbfjcikQBzPB5Hv13I
hip hop,3YBJLs7RqR0aPGBgU27nDh
pop,3YBJLs7RqR0aPGBgU27nDh
hip hop,58wXmynHaAWI5hwlPZP3qL
pop,58wXmynHaAWI5hwlPZP3qL
rap,58wXmynHaAWI5hwlPZP3qL
hip hop,7DUTsWY3RBd64vh8UtgtYA
pop,7DUTsWY3RBd64vh8UtgtYA
pop,20JMfmzDb5cjHxEoMXXMyY
rap,20JMfmzDb5cjHxEoMXXMyY
drill,20JMfmzDb5cjHxEoMXXMyY
pop,4IS4EyXNmiI2w5SRCjMtEF
hip hop,5gs4Sm2WQUkcGeikMcVHbh
pop,5gs4Sm2WQUkcGeikMcVHbh
rap,5gs4Sm2WQUkcGeikMcVHbh
pop,7CW7QdOgRStOg7JktRuZ3E
r&b,7CW7QdOgRStOg7JktRuZ3E
hip hop,2z2TRvloJt4EfUNQp9rHAi
pop,2z2TRvloJt4EfUNQp9rHAi
rap,2z2TRvloJt4EfUNQp9rHAi
r&b,2z2TRvloJt4EfUNQp9rHAi
hip hop,2jFnPm8VeSO19i6B8blXB5
pop,2jFnPm8VeSO19i6B8blXB5
r&b,2jFnPm8VeSO19i6B8blXB5
pop,2rEVnwCPBeGkWMv425KoG1
hip hop,1qQLhymHXFPtP5U8KNKsm6
hip hop,39KEQQAG9JhIt71g9NEVhh
hip hop,1aS5tqEs9ci5P9KD9tZWa6
hip hop,6h1s4i4XKIYv4ErDelLDN0
hip hop,1yIifIA91WgmfzBcjbQB8i
hip hop,07SFzTMeYf5P8Rd32a9Zzw
hip hop,3NZPZUWDcJngcu8MuBpT69
hip hop,0PPCPsuv0iOAYKGR2SkFal
rap,0PPCPsuv0iOAYKGR2SkFal
hip hop,6GoNVmYCl0yUm4pEp80vn6
rap,6GoNVmYCl0yUm4pEp80vn6
pop,4hK7sEnm0se5bqoI3Yb5o1
hip hop,4Yttlv9ndGjCDCVLqM7ACq
pop,4Yttlv9ndGjCDCVLqM7ACq
hip hop,3F2BUPEkX9IDaRYAeJN0Gh
hip hop,3ZuBEj9ppJe8GSdKaMTfMN
hip hop,0t84CBqmvihsUVFme33TLd
hip hop,5j21TGkrNEAJe3gG9VlS34
hip hop,5pVRwX5ZQR7hfJ18w8ZYkl
rap,5pVRwX5ZQR7hfJ18w8ZYkl
hip hop,3pjq2pDV9RR6VY55wBjVnp
trap,1yBH6dqnD6xzSeCjXp9pKm
rap,1yBH6dqnD6xzSeCjXp9pKm
trap,0cy6ZMOTeautXRNJsR6PiV
rap,0cy6ZMOTeautXRNJsR6PiV
drill,0cy6ZMOTeautXRNJsR6PiV
trap,6WzxopGY3sy97IeNFaDELc
rap,6WzxopGY3sy97IeNFaDELc
drill,6WzxopGY3sy97IeNFaDELc
hip hop,6wN4QyhoM6fN49kEB25rnl
trap,6wN4QyhoM6fN49kEB25rnl
rap,6wN4QyhoM6fN49kEB25rnl
hip hop,6hyFvbMnKrLVujJZnovsWz
pop,6hyFvbMnKrLVujJZnovsWz
rap,6hyFvbMnKrLVujJZnovsWz
trap,2bucjueNUx2aVTUA7zj6w7
rap,2bucjueNUx2aVTUA7zj6w7
trap,1zeAbUJAbLOWeYpgRVnYmu
rap,1zeAbUJAbLOWeYpgRVnYmu
drill,1zeAbUJAbLOWeYpgRVnYmu
trap,7zYmrye7LvmpMkfHWrENu9
rap,7zYmrye7LvmpMkfHWrENu9
hip hop,3KcZf8BFeFBtnGyOZmUggd
trap,3KcZf8BFeFBtnGyOZmUggd
rap,3KcZf8BFeFBtnGyOZmUggd
hip hop,29Bl0nvClztM0dpgY2vvcc
trap,29Bl0nvClztM0dpgY2vvcc
rap,29Bl0nvClztM0dpgY2vvcc
drill,48h12D3cJbqfn1ReVL9qbw
drill,6YYOTK6Qyv6PuFipPxCCoe
hip hop,7AWAljMatr7bxddF4kWzXG
trap,7AWAljMatr7bxddF4kWzXG
rap,7AWAljMatr7bxddF4kWzXG
hip hop,1LxWE4LOhnqeaAx2tVUK6p
trap,1LxWE4LOhnqeaAx2tVUK6p
rap,1LxWE4LOhnqeaAx2tVUK6p
pop,39E15l8zeCDYpSZwFNX4G2
pop,69EosSfMcqIxCMw7VeVPVC
trap,6OBgaDVTONTa4rkGpE7sVE
rap,6OBgaDVTONTa4rkGpE7sVE
pop,5YquORfLTx6nWMlBzJstx7
hip hop,1UdbiTrv73Dp7F0s3OHmn2
trap,1UdbiTrv73Dp7F0s3OHmn2
rap,1UdbiTrv73Dp7F0s3OHmn2
pop,3qg78GGGWP04yTv0ZQMsXl
trap,5XABVWdxtyuupsE2YUGrma
rap,5XABVWdxtyuupsE2YUGrma
pop,2ra3quFhImLyv0c9XTnWFl
trap,2ra3quFhImLyv0c9XTnWFl
rap,2ra3quFhImLyv0c9XTnWFl
hip hop,2wn1GEkgU8x5i1fstfxog4
trap,5svarA8QyRUWetgH9ZouQq
rap,5svarA8QyRUWetgH9ZouQq
drill,5svarA8QyRUWetgH9ZouQq
hip hop,1OJxI4NQfY6osMvhfRMMEX
drill,1OJxI4NQfY6osMvhfRMMEX
hip hop,2SabhGDiBSyaM6QSuBUVqB
pop,2SabhGDiBSyaM6QSuBUVqB
trap,2SabhGDiBSyaM6QSuBUVqB
rap,2SabhGDiBSyaM6QSuBUVqB
hip hop,0vUcZVCNG7i5OV0zb8Icfw
trap,0vUcZVCNG7i5OV0zb8Icfw
rap,0vUcZVCNG7i5OV0zb8Icfw
trap,1RqOmrtivmvKrfBO81j1ou
rap,1RqOmrtivmvKrfBO81j1ou
trap,3jPN2U65cMPzvozEBue5zp
rap,3jPN2U65cMPzvozEBue5zp
trap,0WxSlQlue0fq99fXfGBmxA
rap,0WxSlQlue0fq99fXfGBmxA
pop,2FTua3TeIGnmQQrN80DinP
corrido,4Rh80sXmcG4xDP1r6dTNiQ
corrido,6Sbl0NT50roqWvy746MfVf
sierreno,6Sbl0NT50roqWvy746MfVf
corrido,5YqI7p8zYsOpKJtjxYdOce
corrido,3p8PwzenE7ktd4BVFuQzMD
sierreno,3p8PwzenE7ktd4BVFuQzMD
pop,5vV3bFXnN6D6N3Nj4xRvaV
k-pop,5vV3bFXnN6D6N3Nj4xRvaV
hip hop,4dqqy9z09htrVsRiJpoQmw
pop,4dqqy9z09htrVsRiJpoQmw
hip hop,0zmW213tzA7NFv6ESRso7N
pop,0zmW213tzA7NFv6ESRso7N
pop,6EIriUxo7vznEgJtTDlXpq
trap,7JOS2dpikWR1qxVZfLbKju
rap,7JOS2dpikWR1qxVZfLbKju
hip hop,3RDALl5RyRDHPryF1uyWwG
pop,3RDALl5RyRDHPryF1uyWwG
trap,3RDALl5RyRDHPryF1uyWwG
rap,3RDALl5RyRDHPryF1uyWwG
pop,35BhE5C6szF898n5WgUSgO
trap,35BhE5C6szF898n5WgUSgO
rap,35BhE5C6szF898n5WgUSgO
hip hop,5Zwlr28h134D0OzxzUfVCA
pop,5Zwlr28h134D0OzxzUfVCA
trap,5Zwlr28h134D0OzxzUfVCA
rap,5Zwlr28h134D0OzxzUfVCA
pop,2dmFGufs1lJpgKnb5NyPNS
hip hop,2O9w0WQhGtr7oQWG6nUqh5
pop,2O9w0WQhGtr7oQWG6nUqh5
hip hop,5ALUgNuS421MZrrrAhM9Bv
pop,5ALUgNuS421MZrrrAhM9Bv
hip hop,0Qld3F5Dr62sYbuivSzEMw
pop,0Qld3F5Dr62sYbuivSzEMw
hip hop,3PMRY3PR5xAe5UpRfPPuaG
pop,3PMRY3PR5xAe5UpRfPPuaG
trap,3PMRY3PR5xAe5UpRfPPuaG
rap,3PMRY3PR5xAe5UpRfPPuaG
pop,5Y82XghASZwxaZGe7tJVUJ
pop,1O4dvMoyQSIClCii6DSai8
pop,3T7cPgj4vAIoSdypl7cNH8
pop,0EQbKeNi7GXjfN2LndmReh
pop,5x9gQC3VztdH5mQO5EEi9y
trap,5x9gQC3VztdH5mQO5EEi9y
rap,5x9gQC3VztdH5mQO5EEi9y
pop,4imSxhDqtkiuKUamV1AL2l
hip hop,6MBiPjSFsYijvVDtKDwVs4
pop,6MBiPjSFsYijvVDtKDwVs4
pop,0OCQtSY66ZM9xUUsuvjDXw
hip hop,4jfe3cL8wzjPxD9CViP2dW
pop,4jfe3cL8wzjPxD9CViP2dW
pop,1tNJibl39hvCIVSnGaiwx5
hip hop,7FRQP6Ivwv3DQCLxpR3I6Z
hip hop,5fxRKBJNkss9n22ePnifL6
hip hop,734Ea35ORu5chErtoqMMtU
pop,6100Rwk1ypJpElhvxSKju4
hip hop,3hvKmeo12OU7ai8Mpgraf7
pop,5A5hVxY3BogJUch1IUcuw7
pop,6opz1Ax3VqCmeQBGax1erx
hip hop,7rjcERw1K9oR9vtik3YSJN
pop,7rjcERw1K9oR9vtik3YSJN
pop,4ynaUZA4BVF6d2XaNuflVz
pop,6TBRY5HueSwE3yVgBIHcy2
pop,4gdMJYnopf2nEUcanAwstx
pop,05etL4pzWd6TSv1x5WrlG3
pop,22UtphG4LcwxlhhV0aP4js
pop,1SyKki7JI1AZNKwgNMkn25
pop,1E6arsXf5Fgsnv9YpSzjpE
pop,1mBydYMVBECdDmMfE2sEUO
hip hop,7uIbLdzzSEqnX0Pkrb56cR
hip hop,4zCH9qm4R2DADamUHMCa6O
pop,5VVN3xZw1i2qihfITZlvCZ
pop,1T7MiVJ2MJlR5GKi11w4VT
hip hop,2rN8LHqK4TBI7y3d9POvJb
pop,2rN8LHqK4TBI7y3d9POvJb
pop,4PY2xnTu90K0hvkgcljRJl
pop,2FKWNmZWDBZR4dE5KX4plR
hip hop,6DARBhWbfcS9E4yJzcliqQ
pop,6DARBhWbfcS9E4yJzcliqQ
pop,3nqS8jzqmsPKFJTp0BOIel
pop,4f7KfxeHq9BiylGmyXepGt
pop,5wJ1H6ud777odtZl5gG507
hip hop,0y59o4v8uw5crbN9M3JiL1
trap,0y59o4v8uw5crbN9M3JiL1
rap,0y59o4v8uw5crbN9M3JiL1
pop,183DgO92lAqgpVVNKI7ZKF
pop,3ozYqVCLohfpXIhalkhM8D
pop,5TNSXFCNwlq2CfiMcNOCDP
pop,3iGhlvzpXc0UHBQ7klAItX
pop,05dG9pMLRWenxzvSmefE6U
pop,6WOdPJmexxFINcKMkP2jMG
pop,6q29t5RuXxlBuqIZsOMQss
hip hop,2cjQTf2J5yCaNY8qHpW855
pop,2cjQTf2J5yCaNY8qHpW855
pop,4gzrZDyL5gYiROkv27pYKx
hip hop,5r3wPya2PpeTTsXsGhQU8O
pop,2oSONSC9zQ4UonDKnLqksx
pop,3qpyErDI4i90q5EGgSRmNK
pop,682M6cmwGHOyAB1ZmPv38W
pop,4xNgNFUMUuGCoy7IX74Y60
pop,5gZhfbckaWo89OzDSk3gdT
hip hop,6LEG9Ld1aLImEFEVHdWNSB
pop,6LEG9Ld1aLImEFEVHdWNSB
pop,74OaRjmyh0XyRZsQQQ5l7c
pop,2GoeZ0qOTt6kjsWW4eA6LS
pop,3dN9MQpjIyNxyeRfz4EDZe
pop,3nLLr3ShsQC2Hdrwjl14ie
pop,5Plk4JdCzMxhAHSRTEsxJp
hip hop,6X28gNASnalAWseUA8uI4X
pop,6X28gNASnalAWseUA8uI4X
pop,3tMTXQyRrPmMyHv5SoC0TV
pop,1v1khTmozNfxB2ET1Ep288
rock,1v1khTmozNfxB2ET1Ep288
pop,6Sv2jkzH9sWQjwghW5ArMG
pop,6YPfs6tdZXvnlzgZNU3SYT
pop,3wOsYKZM0zcKNasi3I7fP4
pop,327ipGIr9bD3MkLb2eucqC
pop,66NmU5epI0ONGmdCRbLpmW
pop,1JvbNeV9zG9Sew1JyaWsyx
pop,20zafXaLhm5IcXnSU93rNn
pop,1WX2v0BiEW19Vw7xmznLdZ
pop,06QVnTCdjs4jPKO0487EGV
pop,51kyrUsAVqUBcoDEMFkX12
pop,1NjxFrpEGZTV2Ny0OJxeWu
pop,0kw7tMniMnrp9Pcr7vgDAm
r&b,6UgERnTHmjk3qXM9x5vzyO
pop,4sEWznAKWWNcicTuLxzb6d
rock,4sEWznAKWWNcicTuLxzb6d
pop,1ZT1OfVAO3kpOEHVejBxV8
pop,2iDVt6mFbtbDEZG5ax0dTi
pop,4bAgr9zaF0bpzVGHdHuf0f
pop,611ajYp7fMbkU5CYF08tje
r&b,6O74knDqdv3XaWtkII7Xjp
pop,2dyCbip3jAVmQNAs7Sg8Y9
pop,3DHOtJqv0Bw65ENlK4FiSF
rock,3DHOtJqv0Bw65ENlK4FiSF
pop,4IWBUUAFIplrNtaOHcJPRM
pop,1zNqDE7qDGCsyzJwohVaoX
pop,0kPb52ySN2k9P6wEZPTUzm
pop,6RoZip1Hn7ahR6MjzBKKLK
pop,5L1lO4eRHmJ7a0Q6csE5cT
k-pop,5L1lO4eRHmJ7a0Q6csE5cT
pop,7Ln5yumFjHCkeZ8bAzHUcp
pop,4ubEZ6sMsrrbQChueyouCC
house,39B7ChWwrWDs7zXlsu3MoP
pop,39B7ChWwrWDs7zXlsu3MoP
pop,7zAAwgV5Wqmvpb4GzvlRkP
house,0Cs47vvRsPgEfliBU9KDiB
pop,0Cs47vvRsPgEfliBU9KDiB
rock,4qU7IJSReZnsLy5907Mtau
pop,1Wq2STGiL7ZaIHAm5jMakc
hip hop,7lwdlhwSxbB36wqnOwo5Kd
pop,1IAEef07H0fd9aA8aUHUlL
pop,1wak0ZG1LUrZPYx8RDTQoD
pop,28jEBK1RysfSUBHFofFflA
pop,3cDi1D2FHMVgljfdB1QVgr
pop,7o5IkQicos4SrXeny1LOZr
hip hop,2YHuWGXNWLmpBTKo1rQ3me
hip hop,0pv7p5CElqhjhzyPD4eXpe
hip hop,01r7peBt7lJhz42nE04rpM
trap,01r7peBt7lJhz42nE04rpM
rap,01r7peBt7lJhz42nE04rpM
trap,7MKSeamhiRpa0xiS4FHGSC
rap,7MKSeamhiRpa0xiS4FHGSC
